CountryCode,Year,total_population
MNA,1987,206781154
MIC,1987,3540955642
"NAC",1987,268896849
OED,1987,1040942750
OSS,1987,12198628
PSS,1987,1622627
SST,1987,19684999
SAS,1987,1059570231
SSF,1987,467337821
SSA,1987,466926179
UMC,1987,1765884004
WLD,1987,5015104626
AFG,1987,11337932
ALB,1987,3083605
DZA,1987,23917889
ASM,1987,42448
ADO,1987,48458
AGO,1987,10285712
ATG,1987,63484
ARG,1987,31326473
ARM,1987,3457054
ABW,1987,61835
AUS,1987,16263900
AUT,1987,7574586
AZE,1987,6886428
BHS,1987,243391
BHR,1987,448994
BGD,1987,98149262
BRB,1987,257609
BLR,1987,10111000
BEL,1987,9870234
BLZ,1987,174326
BEN,1987,4546136
BMU,1987,57849
BTN,1987,500952
BOL,1987,6464736
BIH,1987,4491745
BWA,1987,1260720
BRA,1987,142437479
BRN,1987,235980
BGR,1987,8971359
BFA,1987,8140076
BDI,1987,5108581
CPV,1987,323972
KHM,1987,8228268
CMR,1987,11031515
CAN,1987,26550000
CYM,1987,21343
CAF,1987,2751163
TCD,1987,5409275
CHI,1987,136716
CHL,1987,12507488
CHN,1987,1084035000
COL,1987,32324326
COM,1987,379589
ZAR,1987,31721541
COG,1987,2202106
CRI,1987,2872214
CIV,1987,10939987
HRV,1987,4740000
CUB,1987,10269276
CUW,1987,151456
CYP,1987,723380
CZE,1987,10347318
DNK,1987,5127024
DJI,1987,485565
DMA,1987,72368
DOM,1987,6764623
ECU,1987,9504132
EGY,1987,52173840
SLV,1987,5051885
GNQ,1987,343290
ERI,1987,2933871
EST,1987,1552221
ETH,1987,43470219
FRO,1987,47194
FJI,1987,721725
FIN,1987,4932123
FRA,1987,57482591
PYF,1987,184958
GAB,1987,876877
GMB,1987,804134
GEO,1987,4743500
DEU,1987,77839920
GHA,1987,13480381
GRC,1987,10000595
GRL,1987,54100
GRD,1987,99381
GUM,1987,121924
GTM,1987,8523785
GIN,1987,5375058
GNB,1987,987718
GUY,1987,745149
HTI,1987,6670566
HND,1987,4497875
HKG,1987,5590500
HUN,1987,10612741
ISL,1987,245859
IND,1987,817232241
IDN,1987,171728916
IRN,1987,51152122
IRQ,1987,16293719
IRL,1987,3540057
IMY,1987,66449
ISR,1987,4369000
ITA,1987,56601931
JAM,1987,2350600
JPN,1987,122091000
JOR,1987,2846000
KAZ,1987,15801753
KEN,1987,21140344
KIR,1987,67262
PRK,1987,19334550
KOR,1987,41621690
KSV,1987,1753000
KWT,1987,1917950
KGZ,1987,4144600
LAO,1987,3895066
LVA,1987,2626583
LBN,1987,2672182
LSO,1987,1520244
LBR,1987,2196204
LBY,1987,4076888
LIE,1987,27799
LTU,1987,3616367
LUX,1987,370750
MAC,1987,322655
MKD,1987,1994368
MDG,1987,10563491
MWI,1987,8108484
MYS,1987,16703500
MDV,1987,203059
MLI,1987,8073178
MLT,1987,344485
MHL,1987,42148
MRT,1987,1865356
MUS,1987,1036082
MEX,1987,80571067
FSM,1987,90024
MDA,1987,3633000
MCO,1987,29169
MNG,1987,2033345
MNE,1987,597037
MAR,1987,23560825
MOZ,1987,13142516
MMR,1987,40005369
"NAM",1987,1247186
NPL,1987,17472138
NLD,1987,14665037
NCL,1987,160500
NZL,1987,3274400
NIC,1987,3882940
NER,1987,7233482
NGA,1987,88412917
MNP,1987,35904
NOR,1987,4186905
OMN,1987,1620573
PAK,1987,98301647
PLW,1987,14237
PAN,1987,2318444
PNG,1987,3865402
PRY,1987,3885433
PER,1987,20451712
PHL,1987,57312794
POL,1987,37668045
PRT,1987,10030031
PRI,1987,3441850
QAT,1987,423327
ROM,1987,22949430
RUS,1987,145908000
RWA,1987,6742390
WSM,1987,161014
SMR,1987,23208
STP,1987,107264
SAU,1987,14642354
SEN,1987,6846556
SRB,1987,NA
SYC,1987,68352
SLE,1987,3681945
SGP,1987,2774800
SXM,1987,NA
SVK,1987,5222840
SVN,1987,1989776
SLB,1987,286868
SOM,1987,6138907
ZAF,1987,32933081
SSD,1987,5660153
ESP,1987,38630820
LKA,1987,16373000
KNA,1987,41353
LCA,1987,131032
MAF,1987,21628
VCT,1987,105892
SDN,1987,18130501
SUR,1987,383916
SWZ,1987,767417
SWE,1987,8397804
CHE,1987,6545106
SYR,1987,11374772
TJK,1987,4849253
TZA,1987,23204186
THA,1987,53979503
TMP,1987,689170
TGO,1987,3472459
TON,1987,94399
TTO,1987,1195243
TUN,1987,7684751
TUR,1987,51168841
TKM,1987,3392823
TCA,1987,10224
TUV,1987,8821
UGA,1987,15668278
UKR,1987,51293000
ARE,1987,1518991
GBR,1987,56802050
USA,1987,242289000
URY,1987,3049962
UZB,1987,19111312
VUT,1987,136129
VEN,1987,18437737
VNM,1987,61750000
VIR,1987,106000
WBG,1987,NA
YEM,1987,10542601
ZMB,1987,7469270
ZWE,1987,9535657
ARB,1988,208407618
CSS,1988,5886592
CEB,1988,110688533
EAS,1988,1765928524
EAP,1988,1552111436
EMU,1988,308674767
ECS,1988,833406599
ECA,1988,232702061
EUU,1988,474741457
FCS,1988,244716753
HPC,1988,334731596
HIC,1988,1184786734
NOC,1988,270168701
OEC,1988,914618033
LCN,1988,429668211
LAC,1988,357513361
LDC,1988,483208054
LMY,1988,3919229285
LIC,1988,306072925
LMC,1988,1815849122
MEA,1988,239039032
MNA,1988,212804457
MIC,1988,3613156360
"NAC",1988,271452347
OED,1988,1048967683
OSS,1988,12555708
PSS,1988,1641914
SST,1988,20084214
SAS,1988,1083711645
SSF,1988,480809661
SSA,1988,480386325
UMC,1988,1797307238
WLD,1988,5104016019
AFG,1988,11375768
ALB,1988,3142336
DZA,1988,24591493
ASM,1988,44049
ADO,1988,50431
AGO,1988,10544904
ATG,1988,62538
ARG,1988,31795515
ARM,1988,3510439
ABW,1988,61077
AUS,1988,16532200
AUT,1988,7585317
AZE,1988,6994139
BHS,1988,247576
BHR,1988,465235
BGD,1988,100779551
BRB,1988,258524
BLR,1988,10140000
BEL,1988,9901664
BLZ,1988,179025
BEN,1988,4685375
BMU,1988,58347
BTN,1988,517068
BOL,1988,6592787
BIH,1988,4542757
BWA,1988,1300097
BRA,1988,145150468
BRN,1988,242750
BGR,1988,8981446
BFA,1988,8356306
BDI,1988,5284173
CPV,1988,328861
KHM,1988,8467109
CMR,1988,11370394
CAN,1988,26895000
CYM,1988,22539
CAF,1988,2809720
TCD,1988,5585528
CHI,1988,138186
CHL,1988,12716508
CHN,1988,1101630000
COL,1988,32975533
COM,1988,391133
ZAR,1988,32688708
COG,1988,2262496
CRI,1988,2944560
CIV,1988,11337122
HRV,1988,4757000
CUB,1988,10379080
CUW,1988,149254
CYP,1988,736477
CZE,1988,10355276
DNK,1988,5129516
DJI,1988,523266
DMA,1988,71743
DOM,1988,6903314
ECU,1988,9739179
EGY,1988,53617678
SLV,1988,5117577
GNQ,1988,354488
ERI,1988,3020278
EST,1988,1561900
ETH,1988,44908705
FRO,1988,47789
FJI,1988,722918
FIN,1988,4946481
FRA,1988,57836486
PYF,1988,189742
GAB,1988,901473
GMB,1988,843060
GEO,1988,4790700
DEU,1988,78144619
GHA,1988,13852597
GRC,1988,10036983
GRL,1988,54800
GRD,1988,98063
GUM,1988,124677
GTM,1988,8729406
GIN,1988,5548270
GNB,1988,1009967
GUY,1988,734872
HTI,1988,6813344
HND,1988,4631491
HKG,1988,5627600
HUN,1988,10596487
ISL,1988,249740
IND,1988,834944397
IDN,1988,175000919
IRN,1988,53035939
IRQ,1988,16657708
IRL,1988,3524949
IMY,1988,67902
ISR,1988,4442000
ITA,1988,56629288
JAM,1988,2356400
JPN,1988,122613000
JOR,1988,2948000
KAZ,1988,15982510
KEN,1988,21899004
KIR,1988,69104
PRK,1988,19610512
KOR,1988,42031247
KSV,1988,1791000
KWT,1988,2002645
KGZ,1988,4218400
LAO,1988,4009121
LVA,1988,2653434
LBN,1988,2668593
LSO,1988,1544580
LBR,1988,2170426
LBY,1988,4187631
LIE,1988,28091
LTU,1988,3655049
LUX,1988,373450
MAC,1988,335952
MKD,1988,1998471
MDG,1988,10877757
MWI,1988,8620942
MYS,1988,17202032
MDV,1988,209832
MLI,1988,8189984
MLT,1988,347325
MHL,1988,44063
MRT,1988,1916240
MUS,1988,1043239
MEX,1988,82223153
FSM,1988,92020
MDA,1988,3660000
MCO,1988,29238
MNG,1988,2089716
MNE,1988,601603
MAR,1988,24027330
MOZ,1988,13124285
MMR,1988,40711172
"NAM",1988,1303879
NPL,1988,17865238
NLD,1988,14760094
NCL,1988,163650
NZL,1988,3283400
NIC,1988,3968453
NER,1988,7445788
NGA,1988,90773613
MNP,1988,38570
NOR,1988,4209488
OMN,1988,1679089
PAK,1988,101420791
PLW,1988,14485
PAN,1988,2368772
PNG,1988,3960243
PRY,1988,3994328
PER,1988,20909897
PHL,1988,58844392
POL,1988,37824487
PRT,1988,10019610
PRI,1988,3473898
QAT,1988,445203
ROM,1988,23057662
RUS,1988,146857000
RWA,1988,7048075
WSM,1988,161424
SMR,1988,23463
STP,1988,109268
SAU,1988,15239174
SEN,1988,7062540
SRB,1988,NA
SYC,1988,68848
SLE,1988,3791078
SGP,1988,2846100
SXM,1988,NA
SVK,1988,5250596
SVN,1988,1995196
SLB,1988,294962
SOM,1988,6217331
ZAF,1988,33728498
SSD,1988,5735170
ESP,1988,38715849
LKA,1988,16599000
KNA,1988,41045
LCA,1988,133532
MAF,1988,24873
VCT,1988,106533
SDN,1988,18669146
SUR,1988,391851
SWZ,1988,801350
SWE,1988,8436489
CHE,1988,6593386
SYR,1988,11730217
TJK,1988,5008827
TZA,1988,23914852
THA,1988,54933561
TMP,1988,703696
TGO,1988,3579489
TON,1988,94680
TTO,1988,1204890
TUN,1988,7857619
TUR,1988,52126497
TKM,1988,3479088
TCA,1988,10588
TUV,1988,8889
UGA,1988,16227778
UKR,1988,51521000
ARE,1988,1613904
GBR,1988,56928327
USA,1988,244499000
URY,1988,3069094
UZB,1988,19583186
VUT,1988,139369
VEN,1988,18912431
VNM,1988,63263000
VIR,1988,104500
WBG,1988,NA
YEM,1988,10958983
ZMB,1988,7696070
ZWE,1988,9866776
ARB,1989,214097076
CSS,1989,5923643
CEB,1989,110801380
EAS,1989,1793749582
EAP,1989,1578320124
EMU,1989,310043791
ECS,1989,838579751
ECA,1989,235319327
EUU,1989,476355806
FCS,1989,250873378
HPC,1989,344448856
HIC,1989,1193890119
NOC,1989,273342928
OEC,1989,920547191
LCN,1989,437843614
LAC,1989,364467472
LDC,1989,496364388
LMY,1989,3999011125
LIC,1989,314448816
LMC,1989,1856795603
MEA,1989,245759075
MNA,1989,218626660
MIC,1989,3684562309
"NAC",1989,274256841
OED,1989,1057515403
OSS,1989,12910362
PSS,1989,1662156
SST,1989,20496161
SAS,1989,1108132042
SSF,1989,494580339
SSA,1989,494145500
UMC,1989,1827766706
WLD,1989,5192901244
AFG,1989,11608351
ALB,1989,3227943
DZA,1989,25257671
ASM,1989,45591
ADO,1989,52449
AGO,1989,10820992
ATG,1989,61967
ARG,1989,32263559
ARM,1989,3542720
ABW,1989,61032
AUS,1989,16814400
AUT,1989,7619567
AZE,1989,7104058
BHS,1989,251855
BHR,1989,481126
BGD,1989,103400571
BRB,1989,259454
BLR,1989,10170000
BEL,1989,9937697
BLZ,1989,183470
BEN,1989,4836240
BMU,1989,58841
BTN,1989,529284
BOL,1989,6723046
BIH,1989,4559256
BWA,1989,1339813
BRA,1989,147801816
BRN,1989,249738
BGR,1989,8876972
BFA,1989,8579825
BDI,1989,5454475
CPV,1989,334473
KHM,1989,8723550
CMR,1989,11716975
CAN,1989,27379000
CYM,1989,23776
CAF,1989,2871005
TCD,1989,5769273
CHI,1989,139528
CHL,1989,12928491
CHN,1989,1118650000
COL,1989,33624442
COM,1989,403003
ZAR,1989,33763056
COG,1989,2323890
CRI,1989,3018953
CIV,1989,11744698
HRV,1989,4767000
CUB,1989,10486110
CUW,1989,146937
CYP,1989,751047
CZE,1989,10361068
DNK,1989,5132594
DJI,1989,558810
DMA,1989,71242
DOM,1989,7042940
ECU,1989,9977380
EGY,1989,55035937
SLV,1989,5184221
GNQ,1989,365451
ERI,1989,3091083
EST,1989,1568131
ETH,1989,46433604
FRO,1989,48105
FJI,1989,724624
FIN,1989,4964371
FRA,1989,58182702
PYF,1989,194249
GAB,1989,926648
GMB,1989,881146
GEO,1989,4803300
DEU,1989,78751283
GHA,1989,14232493
GRC,1989,10089498
GRL,1989,55300
GRD,1989,96871
GUM,1989,127525
GTM,1989,8940285
GIN,1989,5763843
GNB,1989,1032797
GUY,1989,726237
HTI,1989,6956301
HND,1989,4766802
HKG,1989,5686200
HUN,1989,10481719
ISL,1989,252852
IND,1989,852736160
IDN,1989,178233231
IRN,1989,54735239
IRQ,1989,17048167
IRL,1989,3511009
IMY,1989,69265
ISR,1989,4518000
ITA,1989,56671781
JAM,1989,2374900
JPN,1989,123116000
JOR,1989,3056000
KAZ,1989,16249500
KEN,1989,22668238
KIR,1989,70863
PRK,1989,19895390
KOR,1989,42449038
KSV,1989,1827000
KWT,1989,2054443
KGZ,1989,4307500
LAO,1989,4126935
LVA,1989,2666955
LBN,1989,2676615
LSO,1989,1569936
LBR,1989,2137018
LBY,1989,4294547
LIE,1989,28405
LTU,1989,3684255
LUX,1989,377100
MAC,1989,348467
MKD,1989,1999338
MDG,1989,11205548
MWI,1989,9073088
MYS,1989,17707064
MDV,1989,216553
MLI,1989,8322726
MLT,1989,350722
MHL,1989,45813
MRT,1989,1968870
MUS,1989,1051260
MEX,1989,83901643
FSM,1989,94091
MDA,1989,3681000
MCO,1989,29313
MNG,1989,2141006
MNE,1989,605521
MAR,1989,24489354
MOZ,1989,13181941
MMR,1989,41379635
"NAM",1989,1360921
NPL,1989,18285434
NLD,1989,14848907
NCL,1989,166898
NZL,1989,3299200
NIC,1989,4055262
NER,1989,7671233
NGA,1989,93179755
MNP,1989,41243
NOR,1989,4226901
OMN,1989,1741965
PAK,1989,104530689
PLW,1989,14762
PAN,1989,2419618
PNG,1989,4057406
PRY,1989,4103909
PER,1989,21368856
PHL,1989,60391168
POL,1989,37961529
PRT,1989,10005000
PRI,1989,3505650
QAT,1989,463062
ROM,1989,23161458
RUS,1989,147721000
RWA,1989,7239097
WSM,1989,162001
SMR,1989,23740
STP,1989,111373
SAU,1989,15810980
SEN,1989,7285378
SRB,1989,NA
SYC,1989,69388
SLE,1989,3878211
SGP,1989,2930900
SXM,1989,NA
SVK,1989,5275942
SVN,1989,1996351
SLB,1989,303258
SOM,1989,6285456
ZAF,1989,34490549
SSD,1989,5771305
ESP,1989,38791473
LKA,1989,16825000
KNA,1989,40854
LCA,1989,135954
MAF,1989,27676
VCT,1989,107081
SDN,1989,19284633
SUR,1989,400133
SWZ,1989,833787
SWE,1989,8492964
CHE,1989,6646912
SYR,1989,12088714
TJK,1989,5160375
TZA,1989,24663284
THA,1989,55812794
TMP,1989,720198
TGO,1989,3684309
TON,1989,94943
TTO,1989,1213625
TUN,1989,7958694
TUR,1989,53066569
TKM,1989,3570558
TCA,1989,11019
TUV,1989,8949
UGA,1989,16802258
UKR,1989,51773000
ARE,1989,1712117
GBR,1989,57076711
USA,1989,246819000
URY,1989,3088985
UZB,1989,20052259
VUT,1989,142852
VEN,1989,19388262
VNM,1989,64774000
VIR,1989,103000
WBG,1989,NA
YEM,1989,11426912
ZMB,1989,7921028
ZWE,1989,10184966
ARB,1990,221928852
CSS,1990,5960368
CEB,1990,110745760
EAS,1990,1820607703
EAP,1990,1603652723
EMU,1990,311482918
ECS,1990,842907397
ECA,1990,237277995
EUU,1990,477948527
FCS,1990,259402603
HPC,1990,354714206
HIC,1990,1203134914
NOC,1990,276140078
OEC,1990,926994836
LCN,1990,445998222
LAC,1990,371398873
LDC,1990,510057629
LMY,1990,4079581077
LIC,1990,323227228
LMC,1990,1899363670
MEA,1990,254342990
MNA,1990,226312496
MIC,1990,3756353849
"NAC",1990,277473326
OED,1990,1066598845
OSS,1990,13247336
PSS,1990,1685260
SST,1990,20892964
SAS,1990,1132770314
SSF,1990,508616039
SSA,1990,508168676
UMC,1990,1856990179
WLD,1990,5282715991
AFG,1990,12067570
ALB,1990,3286542
DZA,1990,25912364
ASM,1990,47044
ADO,1990,54511
AGO,1990,11127870
ATG,1990,61906
ARG,1990,32729740
ARM,1990,3544695
ABW,1990,62148
AUS,1990,17065100
AUT,1990,7677850
AZE,1990,7159000
BHS,1990,256338
BHR,1990,495944
BGD,1990,105983136
BRB,1990,260374
BLR,1990,10189000
BEL,1990,9967379
BLZ,1990,187552
BEN,1990,5001271
BMU,1990,59326
BTN,1990,535505
BOL,1990,6856246
BIH,1990,4526996
BWA,1990,1379814
BRA,1990,150393143
BRN,1990,256939
BGR,1990,8718289
BFA,1990,8811033
BDI,1990,5613141
CPV,1990,341256
KHM,1990,9008856
CMR,1990,12070359
CAN,1990,27791000
CYM,1990,25009
CAF,1990,2937832
TCD,1990,5958022
CHI,1990,140669
CHL,1990,13141202
CHN,1990,1135185000
COL,1990,34271563
COM,1990,415144
ZAR,1990,34962676
COG,1990,2386467
CRI,1990,3095994
CIV,1990,12165909
HRV,1990,4780000
CUB,1990,10582082
CUW,1990,145400
CYP,1990,766611
CZE,1990,10333355
DNK,1990,5140939
DJI,1990,588356
DMA,1990,70928
DOM,1990,7183646
ECU,1990,10218085
EGY,1990,56397273
SLV,1990,5252082
GNQ,1990,377363
ERI,1990,3139083
EST,1990,1569174
ETH,1990,48057094
FRO,1990,48031
FJI,1990,728626
FIN,1990,4986431
FRA,1990,58512808
PYF,1990,198370
GAB,1990,952269
GMB,1990,916811
GEO,1990,4802000
DEU,1990,79433029
GHA,1990,14628260
GRC,1990,10156902
GRL,1990,55600
GRD,1990,96286
GUM,1990,130482
GTM,1990,9158547
GIN,1990,6034082
GNB,1990,1056208
GUY,1990,720282
HTI,1990,7099733
HND,1990,4903363
HKG,1990,5704500
HUN,1990,10373988
ISL,1990,254826
IND,1990,870601776
IDN,1990,181436821
IRN,1990,56169196
IRQ,1990,17478455
IRL,1990,3513974
IMY,1990,70312
ISR,1990,4660000
ITA,1990,56719240
JAM,1990,2390000
JPN,1990,123537000
JOR,1990,3170000
KAZ,1990,16348000
KEN,1990,23446229
KIR,1990,72411
PRK,1990,20194354
KOR,1990,42869283
KSV,1990,1862000
KWT,1990,2058832
KGZ,1990,4391200
LAO,1990,4247839
LVA,1990,2663151
LBN,1990,2703019
LSO,1990,1597534
LBR,1990,2102877
LBY,1990,4398419
LIE,1990,28745
LTU,1990,3697838
LUX,1990,381850
MAC,1990,359735
MKD,1990,1996227
MDG,1990,11545782
MWI,1990,9408998
MYS,1990,18211097
MDV,1990,218000
MLI,1990,8482075
MLT,1990,354170
MHL,1990,47300
MRT,1990,2023665
MUS,1990,1058775
MEX,1990,85609404
FSM,1990,96331
MDA,1990,3696000
MCO,1990,29438
MNG,1990,2184145
MNE,1990,608320
MAR,1990,24950128
MOZ,1990,13371971
MMR,1990,42007309
"NAM",1990,1415447
NPL,1990,18741688
NLD,1990,14951510
NCL,1990,170899
NZL,1990,3329800
NIC,1990,4144564
NER,1990,7911884
NGA,1990,95617345
MNP,1990,43972
NOR,1990,4241473
OMN,1990,1812159
PAK,1990,107607639
PLW,1990,15089
PAN,1990,2471010
PNG,1990,4157903
PRY,1990,4213740
PER,1990,21826658
PHL,1990,61947340
POL,1990,38110782
PRT,1990,9983218
PRI,1990,3537000
QAT,1990,476478
ROM,1990,23201835
RUS,1990,148292000
RWA,1990,7259740
WSM,1990,162865
SMR,1990,24045
STP,1990,113575
SAU,1990,16361453
SEN,1990,7514201
SRB,1990,7586000
SYC,1990,70000
SLE,1990,3931208
SGP,1990,3047100
SXM,1990,NA
SVK,1990,5299187
SVN,1990,1998161
SLB,1990,311849
SOM,1990,6321615
ZAF,1990,35200000
SSD,1990,5762190
ESP,1990,38850435
LKA,1990,17015000
KNA,1990,40833
LCA,1990,138180
MAF,1990,30036
VCT,1990,107509
SDN,1990,20008804
SUR,1990,408276
SWZ,1990,862728
SWE,1990,8558835
CHE,1990,6715519
SYR,1990,12451539
TJK,1990,5297286
TZA,1990,25458208
THA,1990,56582824
TMP,1990,740231
TGO,1990,3786942
TON,1990,95152
TTO,1990,1221904
TUN,1990,8154400
TUR,1990,53994605
TKM,1990,3668000
TCA,1990,11550
TUV,1990,9004
UGA,1990,17384369
UKR,1990,51892000
ARE,1990,1811458
GBR,1990,57247586
USA,1990,249623000
URY,1990,3109987
UZB,1990,20510000
VUT,1990,146633
VEN,1990,19861959
VNM,1990,66016700
VIR,1990,103963
WBG,1990,1978248
YEM,1990,11961099
ZMB,1990,8143142
ZWE,1990,10484771
ARB,1991,228177371
CSS,1991,6001738
CEB,1991,110290445
EAS,1991,1846409698
EAP,1991,1627881291
EMU,1991,312611072
ECS,1991,846199873
ECA,1991,238912959
EUU,1991,478879335
FCS,1991,266496626
HPC,1991,365581300
HIC,1991,1212307029
NOC,1991,278295749
OEC,1991,934011280
LCN,1991,454117634
LAC,1991,378303460
LDC,1991,524324699
LMY,1991,4157436224
LIC,1991,332433715
LMC,1991,1940144327
MEA,1991,261083151
MNA,1991,232078456
MIC,1991,3825002509
"NAC",1991,281211703
OED,1991,1076267996
OSS,1991,13580617
PSS,1991,1711895
SST,1991,21294250
SAS,1991,1157713321
SSF,1991,523007873
SSA,1991,522546737
UMC,1991,1884858182
WLD,1991,5369743253
AFG,1991,12789374
ALB,1991,3266790
DZA,1991,26554277
ASM,1991,48379
ADO,1991,56674
AGO,1991,11472173
ATG,1991,62412
ARG,1991,33193920
ARM,1991,3511912
ABW,1991,64623
AUS,1991,17284000
AUT,1991,7754891
AZE,1991,7271000
BHS,1991,261117
BHR,1991,509654
BGD,1991,108509679
BRB,1991,261281
BLR,1991,10194000
BEL,1991,10004486
BLZ,1991,191127
BEN,1991,5182525
BMU,1991,59021
BTN,1991,534678
BOL,1991,6992521
BIH,1991,4437898
BWA,1991,1420098
BRA,1991,152916852
BRN,1991,264365
BGR,1991,8632367
BFA,1991,9050090
BDI,1991,5759429
CPV,1991,349326
KHM,1991,9323607
CMR,1991,12430311
CAN,1991,28171682
CYM,1991,26211
CAF,1991,3010950
TCD,1991,6151213
CHI,1991,141568
CHL,1991,13354054
CHN,1991,1150780000
COL,1991,34916770
COM,1991,427556
ZAR,1991,36309209
COG,1991,2450125
CRI,1991,3175654
CIV,1991,12600967
HRV,1991,4510000
CUB,1991,10664577
CUW,1991,144403
CYP,1991,783138
CZE,1991,10308578
DNK,1991,5154298
DJI,1991,610679
DMA,1991,70849
DOM,1991,7325622
ECU,1991,10460988
EGY,1991,57689828
SLV,1991,5321576
GNQ,1991,390381
ERI,1991,3160644
EST,1991,1561314
ETH,1991,49784987
FRO,1991,47494
FJI,1991,735469
FIN,1991,5013740
FRA,1991,58559312
PYF,1991,202020
GAB,1991,978252
GMB,1991,949490
GEO,1991,4835900
DEU,1991,80013896
GHA,1991,15042736
GRC,1991,10256292
GRL,1991,55500
GRD,1991,96455
GUM,1991,133553
GTM,1991,9385000
GIN,1991,6367110
GNB,1991,1080191
GUY,1991,717502
HTI,1991,7243391
HND,1991,5041050
HKG,1991,5752000
HUN,1991,10373400
ISL,1991,257797
IND,1991,888513869
IDN,1991,184614740
IRN,1991,57288039
IRQ,1991,17952909
IRL,1991,3534235
IMY,1991,70963
ISR,1991,4949000
ITA,1991,56758521
JAM,1991,2406042
JPN,1991,123921000
JOR,1991,3545000
KAZ,1991,16450500
KEN,1991,24234087
KIR,1991,73698
PRK,1991,20510208
KOR,1991,43295704
KSV,1991,1898000
KWT,1991,2007110
KGZ,1991,4463600
LAO,1991,4371549
LVA,1991,2650581
LBN,1991,2752473
LSO,1991,1627900
LBR,1991,2066060
LBY,1991,4499210
LIE,1991,29111
LTU,1991,3704134
LUX,1991,387000
MAC,1991,369484
MKD,1991,1988458
MDG,1991,11898267
MWI,1991,9604199
MYS,1991,18709835
MDV,1991,227000
MLI,1991,8672581
MLT,1991,357727
MHL,1991,48481
MRT,1991,2080782
MUS,1991,1070266
MEX,1991,87347208
FSM,1991,98800
MDA,1991,3704000
MCO,1991,29626
MNG,1991,2217920
MNE,1991,609861
MAR,1991,25410178
MOZ,1991,13719853
MMR,1991,42588029
"NAM",1991,1466152
NPL,1991,19237322
NLD,1991,15069798
NCL,1991,175362
NZL,1991,3495100
NIC,1991,4236805
NER,1991,8168834
NGA,1991,98085436
MNP,1991,46719
NOR,1991,4261732
OMN,1991,1892345
PAK,1991,110634399
PLW,1991,15471
PAN,1991,2522901
PNG,1991,4261933
PRY,1991,4323402
PER,1991,22283130
PHL,1991,63509940
POL,1991,38246193
PRT,1991,9960235
PRI,1991,3562110
QAT,1991,485114
ROM,1991,23001155
RUS,1991,148624000
RWA,1991,7071393
WSM,1991,164073
SMR,1991,24385
STP,1991,115900
SAU,1991,16890555
SEN,1991,7749559
SRB,1991,7595636
SYC,1991,70755
SLE,1991,3945899
SGP,1991,3135100
SXM,1991,NA
SVK,1991,5303294
SVN,1991,1999429
SLB,1991,320764
SOM,1991,6319531
ZAF,1991,35933108
SSD,1991,5698998
ESP,1991,38939049
LKA,1991,17267000
KNA,1991,41009
LCA,1991,140159
MAF,1991,31821
VCT,1991,107811
SDN,1991,20861117
SUR,1991,416068
SWZ,1991,887248
SWE,1991,8617375
CHE,1991,6799978
SYR,1991,12817578
TJK,1991,5417554
TZA,1991,26307482
THA,1991,57225972
TMP,1991,764884
TGO,1991,3886858
TON,1991,95304
TTO,1991,1229906
TUN,1991,8318200
TUR,1991,54909508
TKM,1991,3772350
TCA,1991,12205
TUV,1991,9056
UGA,1991,17973428
UKR,1991,52000470
ARE,1991,1913190
GBR,1991,57424897
USA,1991,252981000
URY,1991,3132048
UZB,1991,20952000
VUT,1991,150779
VEN,1991,20332247
VNM,1991,67242400
VIR,1991,104807
WBG,1991,2068845
YEM,1991,12571240
ZMB,1991,8361381
ZWE,1991,10763036
ARB,1992,232406302
CSS,1992,6047269
CEB,1992,110005636
EAS,1992,1870507435
EAP,1992,1650544592
EMU,1992,314036613
ECS,1992,849633122
ECA,1992,240445513
EUU,1992,480313031
FCS,1992,274006899
HPC,1992,377011630
HIC,1992,1219635819
NOC,1992,278453585
OEC,1992,941182234
LCN,1992,462201058
LAC,1992,385177748
LDC,1992,539125756
LMY,1992,4233647370
LIC,1992,342050447
LMC,1992,1980929189
MEA,1992,265325554
MNA,1992,237431427
MIC,1992,3891596923
"NAC",1992,285092192
OED,1992,1086103411
OSS,1992,13901028
PSS,1992,1741313
SST,1992,21689610
SAS,1992,1182764267
SSF,1992,537759561
SSA,1992,537283823
UMC,1992,1910667734
WLD,1992,5453283189
AFG,1992,13745630
ALB,1992,3247039
DZA,1992,27180921
ASM,1992,49597
ADO,1992,58904
AGO,1992,11848971
ATG,1992,63434
ARG,1992,33655149
ARM,1992,3449497
ABW,1992,68235
AUS,1992,17495000
AUT,1992,7840709
AZE,1992,7382000
BHS,1992,266133
BHR,1992,522748
BGD,1992,110987459
BRB,1992,262184
BLR,1992,10216000
BEL,1992,10045158
BLZ,1992,194321
BEN,1992,5378226
BMU,1992,58595
BTN,1992,528085
BOL,1992,7131699
BIH,1992,4301169
BWA,1992,1460453
BRA,1992,155379009
BRN,1992,271989
BGR,1992,8540164
BFA,1992,9297116
BDI,1992,5895131
CPV,1992,358473
KHM,1992,9659238
CMR,1992,12796739
CAN,1992,28519597
CYM,1992,27402
CAF,1992,3089141
TCD,1992,6350174
CHI,1992,142258
CHL,1992,13566942
CHN,1992,1164970000
COL,1992,35558683
COM,1992,440252
ZAR,1992,37783835
COG,1992,2514907
CRI,1992,3257463
CIV,1992,13046907
HRV,1992,4470000
CUB,1992,10735775
CUW,1992,143912
CYP,1992,800660
